LLD_0,LLD_1,LLD_2,LLD_3,LLD_4,LLD_5,LLD_6,LLD_7,LLD_8,LLD_9,LLD_10,LLD_11,LLD_12,LLD_13,LLD_14,LLD_15,LLD_16,LLD_17,LLD_18,LLD_19,LLD_20,LLD_21,LLD_22,LLD_23,LLD_24,LLD_25,LLD_26,LLD_27,LLD_28,LLD_29,LLD_30,LLD_31,LLD_32,LLD_33,LLD_34,LLD_35,LLD_36,LLD_37,LLD_38,LLD_39,LLD_40,LLD_41,LLD_42,LLD_43,LLD_44,LLD_45,LLD_46,LLD_47,LLD_48,LLD_49,LLD_50,LLD_51,LLD_52,LLD_53,LLD_54,LLD_55,LLD_56,LLD_57,LLD_58,LLD_59,LLD_60,LLD_61,LLD_62,LLD_63,LLD_64
0.0,0.0008971039205789566,1.3108375072479248,0.3292181,0.09053498,0.1070546954870224,0.15827295184135437,0.39574503898620605,0.08270757645368576,0.236228,0.3175672,0.09953869879245758,1.361466,1.227666,0.30143025517463684,1.640901,5.360029,0.1225,0.32,0.03,0.07885905,0.2757202,0.1028807,0.02880658,0.017113953828811646,0.4669422,0.5376943945884705,0.0009465248,-2.1251235008239746,1.050549,0.2730513,-0.3873193,0.07650917,4.086095,0.1358025,0.3950617,0.828333,0.9877241849899292,1.212082,0.1468965,0.2772616147994995,0.44418585300445557,0.4519027,4.24757,3.795667,0.7133037,2.613904,13.382830619812012,0.145,0.31,0.03,0.1446933001279831,0.1539444774389267,0.0617284,0.02057613,0.0164609,0.4669422,0.567933201789856,0.01656635,-1.635257,0.4500477,0.2687023,0.0026206746697425842,-0.1600693,0.1131913
0.0,0.001102249138057232,0.006017286330461502,0.0,0.0,-0.00019058911129832268,-6.328406743705273e-05,-0.00029328372329473495,0.0012659206986427307,0.0,0.0,-9.535066783428192e-05,0.0,0.0,-0.0016651879996061325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008894512429833412,0.0,-0.00011709891259670258,0.0,0.0030205980874598026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040081143379211426,0.0,0.0,-0.00026923511177301407,0.00016036443412303925,0.0,0.0,0.0,0.0,0.0,0.13406133651733398,0.0,0.0,0.0,-0.0009604585357010365,-0.002398519776761532,0.0,0.0,0.0,0.0,-0.00011823233217000961,0.0,0.0,0.0,0.0,-6.311386823654175e-05,0.0,0.0
0.0,0.0011392789892852306,0.002938387915492058,0.0,0.0,-0.00020123901776969433,0.0001930752769112587,-0.00032912660390138626,0.0011633355170488358,0.0,0.0,0.0001674797385931015,0.0,0.0,-0.0011116554960608482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009031286463141441,0.0,-3.6366283893585205e-05,0.0,0.0012950669042766094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8338046073913574e-05,0.0,0.0,0.0002852668985724449,0.00013383664190769196,0.0,0.0,0.0,0.0,0.0,0.11350078135728836,0.0,0.0,0.0,0.0003481120802462101,-0.00016229692846536636,0.0,0.0,0.0,0.0,-3.211619332432747e-05,0.0,0.0,0.0,0.0,-0.00047424621880054474,0.0,0.0
0.0,0.001214579213410616,0.0012851431965827942,0.0,0.0,-2.808868885040283e-06,6.835674867033958e-05,-0.0002809278666973114,0.000838225707411766,0.0,0.0,0.0002015773206949234,0.0,0.0,-0.0005559111014008522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005977079272270203,0.0,3.277137875556946e-05,0.0,0.00015586009249091148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001435503363609314,0.0,0.0,0.00018518324941396713,0.00026041828095912933,0.0,0.0,0.0,0.0,0.0,0.08890102058649063,0.0,0.0,0.0,5.3148483857512474e-05,-0.000316789373755455,0.0,0.0,0.0,0.0,1.2748409062623978e-05,0.0,0.0,0.0,0.0,-0.0004280358552932739,0.0,0.0
0.0,0.0012487559579312801,0.0008005071431398392,0.0,0.0,2.3886095732450485e-05,-3.1126197427511215e-05,-0.00017760787159204483,0.00034465081989765167,0.0,0.0,0.00013138167560100555,0.0,0.0,-0.0002145851030945778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001756986603140831,0.0,0.00012310966849327087,0.0,0.00011880742385983467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020299851894378662,0.0,0.0,2.83215194940567e-06,0.00028652139008045197,0.0,0.0,0.0,0.0,0.0,0.06368006020784378,0.0,0.0,0.0,-3.944942727684975e-05,-0.0003691399469971657,0.0,0.0,0.0,0.0,2.1710526198148727e-05,0.0,0.0,0.0,0.0,-0.0003658980131149292,0.0,0.0
0.0,0.0012449710629880428,0.0006848424673080444,0.0,0.0,1.760362647473812e-05,-5.007046274840832e-05,-0.00015118345618247986,9.829550981521606e-05,0.0,0.0,9.123794734477997e-05,0.0,0.0,-5.259830504655838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016668718308210373,0.0,0.0001318417489528656,0.0,0.0004168418236076832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015188753604888916,0.0,0.0,1.3010110706090927e-05,0.00033504702150821686,0.0,0.0,0.0,0.0,0.0,0.045114196836948395,0.0,0.0,0.0,-2.2344756871461868e-05,-0.00036514829844236374,0.0,0.0,0.0,0.0,3.1575094908475876e-05,0.0,0.0,0.0,0.0,-9.56319272518158e-05,0.0,0.0
0.0,0.0012300708331167698,0.0006189998239278793,0.0,0.0,4.592421464622021e-05,-3.842124715447426e-05,-0.0001546284183859825,3.1324103474617004e-05,0.0,0.0,9.614601731300354e-05,0.0,0.0,-4.629604518413544e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003853915259242058,0.0,0.00010910257697105408,0.0,0.00048240646719932556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011816434562206268,0.0,0.0,-5.562976002693176e-05,0.0003282930701971054,0.0,0.0,0.0,0.0,0.0,0.03355053812265396,0.0,0.0,0.0,-5.134311504662037e-05,-0.0003986787050962448,0.0,0.0,0.0,0.0,4.595192149281502e-05,0.0,0.0,0.0,0.0,-6.725266575813293e-05,0.0,0.0
0.0,0.0012197052128612995,0.0005785692483186722,0.0,0.0,7.907324470579624e-05,-3.464776091277599e-05,-0.00016662944108247757,1.6609206795692444e-05,0.0,0.0,0.00010720640420913696,0.0,0.0,-2.5453045964241028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000507657416164875,0.0,7.689185440540314e-05,0.0,0.00041520409286022186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010739453136920929,0.0,0.0,-7.684342563152313e-05,0.00034596584737300873,0.0,0.0,0.0,0.0,0.0,0.026609428226947784,0.0,0.0,0.0,-4.7331443056464195e-05,-0.00037489645183086395,0.0,0.0,0.0,0.0,5.51505945622921e-05,0.0,0.0,0.0,0.0,-5.912408232688904e-05,0.0,0.0
0.0,0.0012170551344752312,0.0005618911236524582,0.0,0.0,0.00010451092384755611,-3.8222409784793854e-05,-0.00017696525901556015,9.587034583091736e-06,0.0,0.0,0.000111384317278862,0.0,0.0,-7.343478500843048e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005711382254958153,0.0,4.8741698265075684e-05,0.0,0.00034783128648996353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001040678471326828,0.0,0.0,-6.697047501802444e-05,0.00036388076841831207,0.0,0.0,0.0,0.0,0.0,0.022477097809314728,0.0,0.0,0.0,-2.800486981868744e-05,-0.000335832592099905,0.0,0.0,0.0,0.0,5.7446304708719254e-05,0.0,0.0,0.0,0.0,-5.587190389633179e-05,0.0,0.0
0.0,0.0012196660973131657,0.0005554575473070145,0.0,0.0,0.00012024934403598309,-4.249857738614082e-05,-0.00018242746591567993,3.8053840398788452e-06,0.0,0.0,0.00011047907173633575,0.0,0.0,-6.738118827342987e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006033675745129585,0.0,3.0156224966049194e-05,0.0,0.00031324196606874466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010154396295547485,0.0,0.0,-5.637761205434799e-05,0.00036919303238391876,0.0,0.0,0.0,0.0,0.0,0.020142443478107452,0.0,0.0,0.0,-1.1562835425138474e-05,-0.0003120722249150276,0.0,0.0,0.0,0.0,5.536852404475212e-05,0.0,0.0,0.0,0.0,-5.246512591838837e-05,0.0,0.0
0.0,0.0012242896482348442,0.0005508027970790863,0.0,0.0,0.0001285478938370943,-4.466879181563854e-05,-0.00018393900245428085,-9.443610906600952e-07,0.0,0.0,0.00010815262794494629,0.0,0.0,-1.2265518307685852e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006203409284353256,0.0,2.0191073417663574e-05,0.0,0.00030158180743455887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.879283607006073e-05,0.0,0.0,-5.1419250667095184e-05,0.00036625005304813385,0.0,0.0,0.0,0.0,0.0,0.018922485411167145,0.0,0.0,0.0,-1.4540273696184158e-06,-0.00030066631734371185,0.0,0.0,0.0,0.0,5.173264071345329e-05,0.0,0.0,0.0,0.0,-4.9814581871032715e-05,0.0,0.0
0.0,0.0012287367135286331,0.0005459915846586227,0.0,0.0,0.00013253255747258663,-4.465016536414623e-05,-0.00018341932445764542,-5.075708031654358e-06,0.0,0.0,0.00010631419718265533,0.0,0.0,5.778856575489044e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006301654502749443,0.0,1.5817582607269287e-05,0.0,0.0002993037924170494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.638816118240356e-05,0.0,0.0,-5.0016678869724274e-05,0.0003612097352743149,0.0,0.0,0.0,0.0,0.0,0.018310345709323883,0.0,0.0,0.0,4.023546352982521e-06,-0.0002949764020740986,0.0,0.0,0.0,0.0,4.830816760659218e-05,0.0,0.0,0.0,0.0,-4.754774272441864e-05,0.0,0.0
0.0,0.0012320410460233688,0.0005413424223661423,0.0,0.0,0.00013441592454910278,-4.324549809098244e-05,-0.00018227007240056992,-8.715316653251648e-06,0.0,0.0,0.0001053791493177414,0.0,0.0,1.1877156794071198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006365738809108734,0.0,1.4264136552810669e-05,0.0,0.0002988213673233986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.473972022533417e-05,0.0,0.0,-4.9866270273923874e-05,0.00035692378878593445,0.0,0.0,0.0,0.0,0.0,0.017960794270038605,0.0,0.0,0.0,6.90435990691185e-06,-0.00029200781136751175,0.0,0.0,0.0,0.0,4.578894004225731e-05,0.0,0.0,0.0,0.0,-4.578940570354462e-05,0.0,0.0
0.0,0.0012340573593974113,0.0005373042076826096,0.0,0.0,0.0001353914849460125,-4.1228486225008965e-05,-0.00018117763102054596,-1.1702999472618103e-05,0.0,0.0,0.00010510720312595367,0.0,0.0,1.6189180314540863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006411802023649216,0.0,1.3753771781921387e-05,0.0,0.0002974634990096092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.370595216751099e-05,0.0,0.0,-5.0030648708343506e-05,0.00035391561686992645,0.0,0.0,0.0,0.0,0.0,0.017675794661045074,0.0,0.0,0.0,8.413102477788925e-06,-0.00029053259640932083,0.0,0.0,0.0,0.0,4.420941695570946e-05,0.0,0.0,0.0,0.0,-4.452839493751526e-05,0.0,0.0
0.0,0.0012350166216492653,0.0005340520292520523,0.0,0.0,0.00013598939403891563,-3.9137667044997215e-05,-0.00018035713583230972,-1.3938173651695251e-05,0.0,0.0,0.00010515376925468445,0.0,0.0,1.8808990716934204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006446493789553642,0.0,1.3399869203567505e-05,0.0,0.0002949414774775505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.28882509469986e-05,0.0,0.0,-5.0277914851903915e-05,0.000351976603269577,0.0,0.0,0.0,0.0,0.0,0.017369993031024933,0.0,0.0,0.0,9.181676432490349e-06,-0.00028984434902668,0.0,0.0,0.0,0.0,4.334608092904091e-05,0.0,0.0,0.0,0.0,-4.3720006942749023e-05,0.0,0.0
0.0,0.0012352685444056988,0.0005316007882356644,0.0,0.0,0.00013640313409268856,-3.727502189576626e-05,-0.00017980393022298813,-1.5484169125556946e-05,0.0,0.0,0.00010528787970542908,0.0,0.0,2.020224928855896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006473008543252945,0.0,1.288577914237976e-05,0.0,0.0002917582169175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.196065366268158e-05,0.0,0.0,-5.0543807446956635e-05,0.00035078264772892,0.0,0.0,0.0,0.0,0.0,0.01702619343996048,0.0,0.0,0.0,9.55723226070404e-06,-0.0002895127981901169,0.0,0.0,0.0,0.0,4.293164238333702e-05,0.0,0.0,0.0,0.0,-4.322826862335205e-05,0.0,0.0
0.0,0.0012351158075034618,0.0005298461765050888,0.0,0.0,0.00013672048225998878,-3.574788570404053e-05,-0.00017945747822523117,-1.648440957069397e-05,0.0,0.0,0.00010538101196289062,0.0,0.0,2.0829960703849792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006493097171187401,0.0,1.2191012501716614e-05,0.0,0.00028850138187408447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.08002257347107e-05,0.0,0.0,-5.077198147773743e-05,0.000350097194314003,0.0,0.0,0.0,0.0,0.0,0.016657717525959015,0.0,0.0,0.0,9.721843525767326e-06,-0.0002893460914492607,0.0,0.0,0.0,0.0,4.275469109416008e-05,0.0,0.0,0.0,0.0,-4.296004772186279e-05,0.0,0.0
0.0,0.0012347828596830368,0.000528654083609581,0.0,0.0,0.00013696961104869843,-3.4568365663290024e-05,-0.00017924513667821884,-1.7097219824790955e-05,0.0,0.0,0.00010541640222072601,0.0,0.0,2.1041370928287506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006508016958832741,0.0,1.1408701539039612e-05,0.0,0.000285550020635128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.94833356142044e-05,0.0,0.0,-5.094427615404129e-05,0.00034972093999385834,0.0,0.0,0.0,0.0,0.0,0.016287393867969513,0.0,0.0,0.0,9.791459888219833e-06,-0.00028924038633704185,0.0,0.0,0.0,0.0,4.269042983651161e-05,0.0,0.0,0.0,0.0,-4.2829662561416626e-05,0.0,0.0
0.0,0.001234397292137146,0.0005278829485177994,0.0,0.0,0.00013715424574911594,-3.369618207216263e-05,-0.00017912127077579498,-1.7447397112846375e-05,0.0,0.0,0.00010538287460803986,0.0,0.0,2.10711732506752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006518876180052757,0.0,1.0635703802108765e-05,0.0,0.00028308015316724777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.811801671981812e-05,0.0,0.0,-5.1063019782304764e-05,0.00034951232373714447,0.0,0.0,0.0,0.0,0.0,0.015932656824588776,0.0,0.0,0.0,9.819166734814644e-06,-0.00028916820883750916,0.0,0.0,0.0,0.0,4.266435280442238e-05,0.0,0.0,0.0,0.0,-4.277750849723816e-05,0.0,0.0
0.0,0.0012340424582362175,0.0005273986607789993,0.0,0.0,0.0001372897531837225,-3.308989107608795e-05,-0.00017904583364725113,-1.7637386918067932e-05,0.0,0.0,0.00010532140731811523,0.0,0.0,2.1033920347690582e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006526662036776543,0.0,9.929761290550232e-06,0.0,0.00028114207088947296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.685886859893799e-05,0.0,0.0,-5.1144976168870926e-05,0.0003494061529636383,0.0,0.0,0.0,0.0,0.0,0.015603519976139069,0.0,0.0,0.0,9.828247129917145e-06,-0.00028911326080560684,0.0,0.0,0.0,0.0,4.265131428837776e-05,0.0,0.0,0.0,0.0,-4.275888204574585e-05,0.0,0.0
0.0,0.0012337439693510532,0.0005271192640066147,0.0,0.0,0.00013738474808633327,-3.264169208705425e-05,-0.0001789955422282219,-1.7726793885231018e-05,0.0,0.0,0.0001052413135766983,0.0,0.0,2.0978040993213654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006532156839966774,0.0,9.333714842796326e-06,0.0,0.0002796873450279236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.577294647693634e-05,0.0,0.0,-5.1194801926612854e-05,0.0003493577241897583,0.0,0.0,0.0,0.0,0.0,0.015303082764148712,0.0,0.0,0.0,9.835464879870415e-06,-0.00028907228261232376,0.0,0.0,0.0,0.0,4.263361915946007e-05,0.0,0.0,0.0,0.0,-4.276074469089508e-05,0.0,0.0
0.0,0.001233512070029974,0.0005269516259431839,0.0,0.0,0.00013744900934398174,-3.236555494368076e-05,-0.00017896760255098343,-1.7764046788215637e-05,0.0,0.0,0.0001051630824804306,0.0,0.0,2.0934268832206726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006535900756716728,0.0,8.858740329742432e-06,0.0,0.0002786368131637573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.49161297082901e-05,0.0,0.0,-5.1225535571575165e-05,0.0003493260592222214,0.0,0.0,0.0,0.0,0.0,0.015031851828098297,0.0,0.0,0.0,9.842216968536377e-06,-0.00028904806822538376,0.0,0.0,0.0,0.0,4.261313006281853e-05,0.0,0.0,0.0,0.0,-4.276446998119354e-05,0.0,0.0
0.0,0.0012333439663052559,0.000526871532201767,0.0,0.0,0.00013748533092439175,-3.2163457944989204e-05,-0.00017894618213176727,-1.7775222659111023e-05,0.0,0.0,0.00010509230196475983,0.0,0.0,2.09026038646698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006538508459925652,0.0,8.495524525642395e-06,0.0,0.0002779122442007065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.427910506725311e-05,0.0,0.0,-5.124695599079132e-05,0.0003493037074804306,0.0,0.0,0.0,0.0,0.0,0.014786459505558014,0.0,0.0,0.0,9.8466407507658e-06,-0.0002890275791287422,0.0,0.0,0.0,0.0,4.2590778321027756e-05,0.0,0.0,0.0,0.0,-4.2766332626342773e-05,0.0,0.0
0.0,0.001233221497386694,0.0005268286913633347,0.0,0.0,0.00013751257210969925,-3.203935921192169e-05,-0.00017893407493829727,-1.777149736881256e-05,0.0,0.0,0.0001050308346748352,0.0,0.0,2.088584005832672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006540222093462944,0.0,8.217990398406982e-06,0.0,0.0002774186432361603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.382648229598999e-05,0.0,0.0,-5.125347524881363e-05,0.0003492962568998337,0.0,0.0,0.0,0.0,0.0,0.014564253389835358,0.0,0.0,0.0,9.850366041064262e-06,-0.00028901267796754837,0.0,0.0,0.0,0.0,4.2572151869535446e-05,0.0,0.0,0.0,0.0,-4.276074469089508e-05,0.0,0.0
0.0,0.0012331390753388405,0.0005268100649118423,0.0,0.0,0.0001375253777951002,-3.195484168827534e-05,-0.00017892103642225266,-1.77677720785141e-05,0.0,0.0,0.00010498799383640289,0.0,0.0,2.0874664187431335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006541376933455467,0.0,8.014962077140808e-06,0.0,0.00027709733694791794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.353404700756073e-05,0.0,0.0,-5.126558244228363e-05,0.0003492925316095352,0.0,0.0,0.0,0.0,0.0,0.014361836016178131,0.0,0.0,0.0,9.856186807155609e-06,-0.0002890080213546753,0.0,0.0,0.0,0.0,4.254886880517006e-05,0.0,0.0,0.0,0.0,-4.276260733604431e-05,0.0,0.0
0.0,0.001233082264661789,0.0005268082022666931,0.0,0.0,0.0001375339925289154,-3.190338611602783e-05,-0.00017891917377710342,-1.7760321497917175e-05,0.0,0.0,0.00010495074093341827,0.0,0.0,2.087187021970749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006542159244418144,0.0,7.871538400650024e-06,0.0,0.00027688872069120407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.334033191204071e-05,0.0,0.0,-5.1266513764858246e-05,0.0003492925316095352,0.0,0.0,0.0,0.0,0.0,0.014176644384860992,0.0,0.0,0.0,9.858980774879456e-06,-0.0002889977768063545,0.0,0.0,0.0,0.0,4.253489896655083e-05,0.0,0.0,0.0,0.0,-4.276446998119354e-05,0.0,0.0
0.0,0.0012330440804362297,0.0005268082022666931,0.0,0.0,0.00013753818348050117,-3.1864969059824944e-05,-0.00017890986055135727,-1.7754733562469482e-05,0.0,0.0,0.00010492466390132904,0.0,0.0,2.087373286485672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006542643532156944,0.0,7.774680852890015e-06,0.0,0.0002767536789178848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.323229849338531e-05,0.0,0.0,-5.1266513764858246e-05,0.0003492869436740875,0.0,0.0,0.0,0.0,0.0,0.014005787670612335,0.0,0.0,0.0,9.862706065177917e-06,-0.00028899265453219414,0.0,0.0,0.0,0.0,4.251999780535698e-05,0.0,0.0,0.0,0.0,-4.2770057916641235e-05,0.0,0.0
