LLD_0,LLD_1,LLD_2,LLD_3,LLD_4,LLD_5,LLD_6,LLD_7,LLD_8,LLD_9,LLD_10,LLD_11,LLD_12,LLD_13,LLD_14,LLD_15,LLD_16,LLD_17,LLD_18,LLD_19,LLD_20,LLD_21,LLD_22,LLD_23,LLD_24,LLD_25,LLD_26,LLD_27,LLD_28,LLD_29,LLD_30,LLD_31,LLD_32,LLD_33,LLD_34,LLD_35,LLD_36,LLD_37,LLD_38,LLD_39,LLD_40,LLD_41,LLD_42,LLD_43,LLD_44,LLD_45,LLD_46,LLD_47,LLD_48,LLD_49,LLD_50,LLD_51,LLD_52,LLD_53,LLD_54,LLD_55,LLD_56,LLD_57,LLD_58,LLD_59,LLD_60,LLD_61,LLD_62,LLD_63,LLD_64
0.0,0.0008971039205789566,0.2734682261943817,0.2723577,0.9878049,0.1042134091258049,0.12589333951473236,0.18626779317855835,0.04195844382047653,0.03995863,0.08310987,0.09376194328069687,0.3556415,0.2503855,0.054478369653224945,0.8090714,3.64511,0.1194444,0.38,0.03,0.08579513,0.5528455,0.1382114,0.03252032,0.013552549295127392,0.4653061,0.5330579876899719,0.0003404956,-1.8008918762207031,0.4843914,0.2765672,-0.4170337,0.1489144,1.353105,0.2682927,0.7357724,0.8506306,0.9876694679260254,1.160909,0.1243325,0.2426661103963852,0.39937835931777954,0.6575071,1.88621,1.228703,0.2757815,1.241547,8.162468910217285,0.08346154,0.21,0.03,0.09681545197963715,0.3140104413032532,0.1422764,0.04878049,0.01219512,0.4612245,0.5726330876350403,0.01170615,-1.407069,0.3155891,0.1819018,-0.040951088070869446,-0.0794009,0.02446393
0.0,0.001102249138057232,0.002836206927895546,0.0,0.0,-0.00023857317864894867,-0.00013303314335644245,-0.00017844606190919876,0.0015068482607603073,0.0,0.0,-7.08363950252533e-06,0.0,0.0,-0.002383928745985031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009085563942790031,0.0,-8.248724043369293e-05,0.0,0.003865382168442011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004022400826215744,0.0,0.0,-0.00021051056683063507,0.00038927048444747925,0.0,0.0,0.0,0.0,0.0,0.07345259934663773,0.0,0.0,0.0,-0.0007063804659992456,-0.0012922151945531368,0.0,0.0,0.0,0.0,-0.0001274500973522663,0.0,0.0,0.0,0.0,0.00017041712999343872,0.0,0.0
0.0,0.0011392789892852306,0.0016679391264915466,0.0,0.0,-0.0003591731656342745,0.00012652971781790257,-0.00043039675801992416,0.0012493785470724106,0.0,0.0,0.0001433994621038437,0.0,0.0,-0.0016936184838414192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008277306333184242,0.0,-2.958439290523529e-05,0.0,0.00010417681187391281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.637854337692261e-05,0.0,0.0,0.00018928805366158485,0.00013242289423942566,0.0,0.0,0.0,0.0,0.0,0.05751154571771622,0.0,0.0,0.0,0.0003829137422144413,-0.0010560303926467896,0.0,0.0,0.0,0.0,-4.167342558503151e-05,0.0,0.0,0.0,0.0,-0.00045174360275268555,0.0,0.0
0.0,0.001214579213410616,0.000733574852347374,0.0,0.0,-4.6541448682546616e-05,7.989793084561825e-05,-0.0003321552649140358,0.0008738841861486435,0.0,0.0,0.00011216290295124054,0.0,0.0,-0.000982736237347126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005429117009043694,0.0,3.883242607116699e-05,0.0,-0.0003385269083082676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001429971307516098,0.0,0.0,0.00016462896019220352,0.0002285633236169815,0.0,0.0,0.0,0.0,0.0,0.04591990262269974,0.0,0.0,0.0,3.6598648875951767e-06,-0.0006846999749541283,0.0,0.0,0.0,0.0,-1.4955643564462662e-05,0.0,0.0,0.0,0.0,-0.0004213247448205948,0.0,0.0
0.0,0.0012487559579312801,0.0006280913949012756,0.0,0.0,-2.1477462723851204e-05,-6.501446478068829e-05,-0.0002182619646191597,0.0003423541784286499,0.0,0.0,4.433095455169678e-05,0.0,0.0,-0.0004208553582429886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014771521091461182,0.0,6.003677845001221e-05,0.0,-0.0001051025465130806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020385347306728363,0.0,0.0,1.5686266124248505e-05,0.00032769888639450073,0.0,0.0,0.0,0.0,0.0,0.039375193417072296,0.0,0.0,0.0,-8.858507499098778e-06,-0.0002798447385430336,0.0,0.0,0.0,0.0,4.7591980546712875e-05,0.0,0.0,0.0,0.0,-0.00025874003767967224,0.0,0.0
0.0,0.0012449710629880428,0.000646570697426796,0.0,0.0,-6.419606506824493e-06,-7.664854638278484e-05,-0.00017520226538181305,9.415484964847565e-05,0.0,0.0,6.885267794132233e-05,0.0,0.0,-0.0001294221729040146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017938576638698578,0.0,7.444247603416443e-05,0.0,0.00022259540855884552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001525525003671646,0.0,0.0,2.6980414986610413e-05,0.00034598447382450104,0.0,0.0,0.0,0.0,0.0,0.031940557062625885,0.0,0.0,0.0,-4.1173771023750305e-06,-0.0003223614767193794,0.0,0.0,0.0,0.0,5.335593596100807e-05,0.0,0.0,0.0,0.0,-0.00010704249143600464,0.0,0.0
0.0,0.0012300708331167698,0.0006170645356178284,0.0,0.0,2.9345741495490074e-05,-5.125720053911209e-05,-0.00017306115478277206,3.205426037311554e-05,0.0,0.0,0.00010975636541843414,0.0,0.0,-2.6912428438663483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039134640246629715,0.0,6.675347685813904e-05,0.0,0.00035653170198202133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011861510574817657,0.0,0.0,-7.692631334066391e-05,0.0002972874790430069,0.0,0.0,0.0,0.0,0.0,0.025801755487918854,0.0,0.0,0.0,-7.427367381751537e-05,-0.000272402074187994,0.0,0.0,0.0,0.0,5.978019908070564e-05,0.0,0.0,0.0,0.0,-8.067116141319275e-05,0.0,0.0
0.0,0.0012197052128612995,0.0005843862891197205,0.0,0.0,6.62610400468111e-05,-4.287366755306721e-05,-0.00018387753516435623,1.9414350390434265e-05,0.0,0.0,0.0001277979463338852,0.0,0.0,-6.420537829399109e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005109831690788269,0.0,4.620105028152466e-05,0.0,0.0003855479881167412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001078043133020401,0.0,0.0,-0.00010390998795628548,0.0003187078982591629,0.0,0.0,0.0,0.0,0.0,0.02140895277261734,0.0,0.0,0.0,-8.036266081035137e-05,-0.00025460682809352875,0.0,0.0,0.0,0.0,6.52712769806385e-05,0.0,0.0,0.0,0.0,-6.739050149917603e-05,0.0,0.0
0.0,0.0012170551344752312,0.0005682241171598434,0.0,0.0,9.56440344452858e-05,-4.6176137402653694e-05,-0.00019206199795007706,1.245737075805664e-05,0.0,0.0,0.000126570463180542,0.0,0.0,-6.3069164752960205e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005734162405133247,0.0,2.7216970920562744e-05,0.0,0.0004003681242465973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010450556874275208,0.0,0.0,-8.43321904540062e-05,0.0003533344715833664,0.0,0.0,0.0,0.0,0.0,0.018695391714572906,0.0,0.0,0.0,-5.376688204705715e-05,-0.00026835687458515167,0.0,0.0,0.0,0.0,6.534112617373466e-05,0.0,0.0,0.0,0.0,-5.926936864852905e-05,0.0,0.0
0.0,0.0012196660973131657,0.0005605686455965042,0.0,0.0,0.0001144586130976677,-5.0472794100642204e-05,-0.00019414816051721573,6.191432476043701e-06,0.0,0.0,0.00011819042265415192,0.0,0.0,-4.780478775501251e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006050886586308479,0.0,1.5391036868095398e-05,0.0,0.0004149284213781357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010198168456554413,0.0,0.0,-6.489455699920654e-05,0.0003692209720611572,0.0,0.0,0.0,0.0,0.0,0.017235346138477325,0.0,0.0,0.0,-2.7845613658428192e-05,-0.00027852877974510193,0.0,0.0,0.0,0.0,6.169406697154045e-05,0.0,0.0,0.0,0.0,-5.3493306040763855e-05,0.0,0.0
