LLD_0,LLD_1,LLD_2,LLD_3,LLD_4,LLD_5,LLD_6,LLD_7,LLD_8,LLD_9,LLD_10,LLD_11,LLD_12,LLD_13,LLD_14,LLD_15,LLD_16,LLD_17,LLD_18,LLD_19,LLD_20,LLD_21,LLD_22,LLD_23,LLD_24,LLD_25,LLD_26,LLD_27,LLD_28,LLD_29,LLD_30,LLD_31,LLD_32,LLD_33,LLD_34,LLD_35,LLD_36,LLD_37,LLD_38,LLD_39,LLD_40,LLD_41,LLD_42,LLD_43,LLD_44,LLD_45,LLD_46,LLD_47,LLD_48,LLD_49,LLD_50,LLD_51,LLD_52,LLD_53,LLD_54,LLD_55,LLD_56,LLD_57,LLD_58,LLD_59,LLD_60,LLD_61,LLD_62,LLD_63,LLD_64
0.0,0.0008971039205789566,1.1328305006027222,0.7669492,0.07627118,0.09274550527334213,0.16635125875473022,0.3084327280521393,0.18130028247833252,0.1150104,0.2904711,0.07591968774795532,0.9139813,0.8481014,0.2275899350643158,1.359606,4.876755,0.115,0.46,0.03,0.09572095,0.2966102,0.08474576,0.01271186,0.006908674258738756,0.4808511,0.5373914837837219,0.002256707,-2.051858901977539,1.272741,-0.2221066,-0.2933738,0.1487566,4.014214,0.2118644,0.8050848,0.7648327,0.9915418028831482,1.509124,0.2291314,0.4433078467845917,0.6528782844543457,0.3368818,4.279514,3.942632,0.7570007,1.996042,10.953542709350586,0.1105882,0.32,0.04,0.11910033971071243,0.23523664474487305,0.07627118,0.03389831,0.02118644,0.5276596,0.5700259208679199,0.02426066,-1.820682,0.8816001,0.1363152,-0.06967189908027649,-0.009501382,0.08533489
0.0,0.001102249138057232,0.005993390455842018,0.0,0.0,0.000164832454174757,-2.87697184830904e-05,-0.00028334837406873703,0.0006219577044248581,0.0,0.0,0.0006938502192497253,0.0,0.0,-0.0018034623935818672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009441832080483437,0.0,-0.000115199014544487,0.0,0.003161762375384569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027029961347579956,0.0,0.0,0.0007479581981897354,6.231851875782013e-05,0.0,0.0,0.0,0.0,0.0,0.1180921271443367,0.0,0.0,0.0,-0.0008514749351888895,-0.002043277956545353,0.0,0.0,0.0,0.0,-0.00012266868725419044,0.0,0.0,0.0,0.0,-0.00027328915894031525,0.0,0.0
0.0,0.0011392789892852306,0.00287061370909214,0.0,0.0,-0.0009491937234997749,0.0002048797905445099,-0.00037128571420907974,0.0009319428354501724,0.0,0.0,5.201064050197601e-05,0.0,0.0,-0.001236703246831894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006870757788419724,0.0,-3.5919249057769775e-05,0.0,0.0011767977848649025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001842733472585678,0.0,0.0,3.0664727091789246e-05,-8.576922118663788e-05,0.0,0.0,0.0,0.0,0.0,0.09838969260454178,0.0,0.0,0.0,0.0003785388544201851,-0.000525609590113163,0.0,0.0,0.0,0.0,-3.632064908742905e-05,0.0,0.0,0.0,0.0,-0.0003308244049549103,0.0,0.0
0.0,0.001214579213410616,0.0012113042175769806,0.0,0.0,-0.00018932879902422428,6.539118476212025e-05,-0.0003027096390724182,0.0007564052939414978,0.0,0.0,-8.548237383365631e-05,0.0,0.0,-0.0006626918911933899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004406766965985298,0.0,3.3173710107803345e-05,0.0,1.4058314263820648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001821126788854599,0.0,0.0,0.00022167759016156197,0.00041447393596172333,0.0,0.0,0.0,0.0,0.0,0.07362113147974014,0.0,0.0,0.0,2.7507077902555466e-05,-0.0004751468077301979,0.0,0.0,0.0,0.0,4.4656917452812195e-07,0.0,0.0,0.0,0.0,-0.0002434179186820984,0.0,0.0
0.0,0.0012487559579312801,0.0007856711745262146,0.0,0.0,-0.0001378878951072693,-2.2800173610448837e-05,-0.0001940857619047165,0.0003533121198415756,0.0,0.0,-9.486638009548187e-05,0.0,0.0,-0.0002668844535946846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551737457513809e-05,0.0,0.00011897087097167969,0.0,2.0882580429315567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014357641339302063,0.0,0.0,-3.4621916711330414e-06,6.118603050708771e-05,0.0,0.0,0.0,0.0,0.0,0.05438245087862015,0.0,0.0,0.0,-2.377573400735855e-05,-0.0003364570438861847,0.0,0.0,0.0,0.0,3.323191776871681e-05,0.0,0.0,0.0,0.0,-9.486451745033264e-06,0.0,0.0
0.0,0.0012449710629880428,0.0006888750940561295,0.0,0.0,-6.799097172915936e-05,-4.366273060441017e-05,-0.00016071368008852005,0.00011032260954380035,0.0,0.0,3.0972063541412354e-05,0.0,0.0,-7.115397602319717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020307954400777817,0.0,0.00012808293104171753,0.0,0.0003454713150858879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010569579899311066,0.0,0.0,-1.3581477105617523e-05,0.0002997294068336487,0.0,0.0,0.0,0.0,0.0,0.04019833356142044,0.0,0.0,0.0,-1.3043638318777084e-05,-0.00035192444920539856,0.0,0.0,0.0,0.0,4.127016291022301e-05,0.0,0.0,0.0,0.0,-0.0001261793076992035,0.0,0.0
0.0,0.0012300708331167698,0.0006230007857084274,0.0,0.0,-1.3135140761733055e-05,-3.5332515835762024e-05,-0.00016203802078962326,3.059022128582001e-05,0.0,0.0,0.00012441538274288177,0.0,0.0,-9.226612746715546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040245894342660904,0.0,0.00010632909834384918,0.0,0.00044013187289237976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.682720363140106e-05,0.0,0.0,0.00010110577568411827,0.0004961322993040085,0.0,0.0,0.0,0.0,0.0,0.030971206724643707,0.0,0.0,0.0,-6.432575173676014e-05,-0.000342298299074173,0.0,0.0,0.0,0.0,5.210982635617256e-05,0.0,0.0,0.0,0.0,-0.00011002831161022186,0.0,0.0
0.0,0.0012197052128612995,0.000580841675400734,0.0,0.0,3.3153919503092766e-05,-3.262050449848175e-05,-0.00017368514090776443,1.0302290320396423e-05,0.0,0.0,0.00015370920300483704,0.0,0.0,-2.7781352400779724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005171960219740868,0.0,7.487833499908447e-05,0.0,0.00040124449878931046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.829815149307251e-05,0.0,0.0,9.832717478275299e-05,0.000488894060254097,0.0,0.0,0.0,0.0,0.0,0.025048382580280304,0.0,0.0,0.0,-6.565079092979431e-05,-0.00031989533454179764,0.0,0.0,0.0,0.0,5.965540185570717e-05,0.0,0.0,0.0,0.0,-8.655712008476257e-05,0.0,0.0
0.0,0.0012170551344752312,0.0005635246634483337,0.0,0.0,7.250788621604443e-05,-3.62396240234375e-05,-0.00018318835645914078,2.820044755935669e-06,0.0,0.0,0.00014600344002246857,0.0,0.0,-6.650574505329132e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005776640027761459,0.0,4.732795059680939e-05,0.0,0.00035585369914770126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.354654371738434e-05,0.0,0.0,4.4100917875766754e-05,0.0004202891141176224,0.0,0.0,0.0,0.0,0.0,0.021404393017292023,0.0,0.0,0.0,-4.224083386361599e-05,-0.00030509335920214653,0.0,0.0,0.0,0.0,6.095459684729576e-05,0.0,0.0,0.0,0.0,-6.804242730140686e-05,0.0,0.0
0.0,0.0012196660973131657,0.0005568116903305054,0.0,0.0,9.930343367159367e-05,-4.050019197165966e-05,-0.00018727686256170273,-1.9390136003494263e-06,0.0,0.0,0.00012789294123649597,0.0,0.0,-6.009824573993683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000608302652835846,0.0,2.9187649488449097e-05,0.0,0.000334358774125576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.157400250434875e-05,0.0,0.0,-1.0319054126739502e-06,0.00037085264921188354,0.0,0.0,0.0,0.0,0.0,0.01934761554002762,0.0,0.0,0.0,-2.055126242339611e-05,-0.0002968953922390938,0.0,0.0,0.0,0.0,5.818484351038933e-05,0.0,0.0,0.0,0.0,-5.682557821273804e-05,0.0,0.0
0.0,0.0012242896482348442,0.0005518700927495956,0.0,0.0,0.00011490262113511562,-4.2847124859690666e-05,-0.00018736440688371658,-5.403533577919006e-06,0.0,0.0,0.00011265836656093597,0.0,0.0,-5.709007382392883e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006240783259272575,0.0,1.953914761543274e-05,0.0,0.0003275750204920769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2527676820755e-05,0.0,0.0,-2.6623718440532684e-05,0.00034849904477596283,0.0,0.0,0.0,0.0,0.0,0.01828906685113907,0.0,0.0,0.0,-6.675953045487404e-06,-0.0002924688160419464,0.0,0.0,0.0,0.0,5.3966883569955826e-05,0.0,0.0,0.0,0.0,-5.0030648708343506e-05,0.0,0.0
0.0,0.0012287367135286331,0.0005467608571052551,0.0,0.0,0.0001235082745552063,-4.3125124648213387e-05,-0.00018567685037851334,-8.262693881988525e-06,0.0,0.0,0.00010373257100582123,0.0,0.0,6.404705345630646e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006328830495476723,0.0,1.537427306175232e-05,0.0,0.0003243861719965935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.580406963825226e-05,0.0,0.0,-3.9421021938323975e-05,0.00034103915095329285,0.0,0.0,0.0,0.0,0.0,0.01776132732629776,0.0,0.0,0.0,1.0975636541843414e-06,-0.0002902182750403881,0.0,0.0,0.0,0.0,5.00180758535862e-05,0.0,0.0,0.0,0.0,-4.626065492630005e-05,0.0,0.0
0.0,0.0012320410460233688,0.0005418546497821808,0.0,0.0,0.00012841797433793545,-4.20550350099802e-05,-0.00018369220197200775,-1.0814517736434937e-05,0.0,0.0,0.00010007061064243317,0.0,0.0,1.2493692338466644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006384523585438728,0.0,1.3977289199829102e-05,0.0,0.0003198673948645592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.013471961021423e-05,0.0,0.0,-4.585832357406616e-05,0.0003398153930902481,0.0,0.0,0.0,0.0,0.0,0.017451979219913483,0.0,0.0,0.0,5.330890417098999e-06,-0.00028919149190187454,0.0,0.0,0.0,0.0,4.7046225517988205e-05,0.0,0.0,0.0,0.0,-4.4304877519607544e-05,0.0,0.0
0.0,0.0012340573593974113,0.0005376096814870834,0.0,0.0,0.00013141357339918613,-4.033837467432022e-05,-0.00018204469233751297,-1.2984499335289001e-05,0.0,0.0,9.957514703273773e-05,0.0,0.0,1.6792677342891693e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006424030289053917,0.0,1.356564462184906e-05,0.0,0.00031343940645456314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.420087397098541e-05,0.0,0.0,-4.911888390779495e-05,0.00034102797508239746,0.0,0.0,0.0,0.0,0.0,0.017189569771289825,0.0,0.0,0.0,7.612630724906921e-06,-0.0002888171002268791,0.0,0.0,0.0,0.0,4.510348662734032e-05,0.0,0.0,0.0,0.0,-4.336424171924591e-05,0.0,0.0
0.0,0.0012350166216492653,0.0005342196673154831,0.0,0.0,0.00013337284326553345,-3.8504600524902344e-05,-0.00018087122589349747,-1.4672055840492249e-05,0.0,0.0,0.00010050274431705475,0.0,0.0,1.937616616487503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006454065442085266,0.0,1.3278797268867493e-05,0.0,0.0003061071038246155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.717365562915802e-05,0.0,0.0,-5.063368007540703e-05,0.00034301169216632843,0.0,0.0,0.0,0.0,0.0,0.0169072225689888,0.0,0.0,0.0,8.806353434920311e-06,-0.0002887370064854622,0.0,0.0,0.0,0.0,4.3952371925115585e-05,0.0,0.0,0.0,0.0,-4.293583333492279e-05,0.0,0.0
0.0,0.0012352685444056988,0.0005316678434610367,0.0,0.0,0.0001347095239907503,-3.682519309222698e-05,-0.00018011126667261124,-1.5871599316596985e-05,0.0,0.0,0.0001017935574054718,0.0,0.0,2.070888876914978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006477395072579384,0.0,1.2811273336410522e-05,0.0,0.0002990197390317917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.878111839294434e-05,0.0,0.0,-5.123205482959747e-05,0.0003449302166700363,0.0,0.0,0.0,0.0,0.0,0.01659441739320755,0.0,0.0,0.0,9.390059858560562e-06,-0.0002887723967432976,0.0,0.0,0.0,0.0,4.333397373557091e-05,0.0,0.0,0.0,0.0,-4.276446998119354e-05,0.0,0.0
0.0,0.0012351158075034618,0.0005298610776662827,0.0,0.0,0.00013564317487180233,-3.544427454471588e-05,-0.0001796344295144081,-1.6676262021064758e-05,0.0,0.0,0.00010295398533344269,0.0,0.0,2.1255575120449066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000649542547762394,0.0,1.2136995792388916e-05,0.0,0.0002928720787167549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.917227387428284e-05,0.0,0.0,-5.1392242312431335e-05,0.0003464389592409134,0.0,0.0,0.0,0.0,0.0,0.016266711056232452,0.0,0.0,0.0,9.660376235842705e-06,-0.0002888347953557968,0.0,0.0,0.0,0.0,4.3017324060201645e-05,0.0,0.0,0.0,0.0,-4.270672798156738e-05,0.0,0.0
